item,date,sales,sales_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30,lag_31,lag_32,lag_33,lag_34,lag_35,lag_36,lag_37,lag_38,lag_39,lag_40,lag_41,lag_42,lag_43,lag_44,lag_45,lag_46,lag_47,lag_48,lag_49,lag_50,lag_51,lag_52
10,2014-02,3308,-621.0,798.0,-78.0,-82.0,8.0,-968.0,-303.0,41.0,19.0,232.0,199.0,-90.0,-178.0,112.0,-273.0,-63.0,96.0,-105.0,-100.0,-143.0,2.0,-20.0,-92.0,-641.0,176.0,-150.0,36.0,354.0,-59.0,-48.0,159.0,153.0,0.0,185.0,69.0,3.0,154.0,39.0,40.0,-54.0,627.0,20.0,86.0,-202.0,453.0,379.0,-72.0,-12.0,247.0,20.0,118.0,-68.0,-499.0
10,2014-03,3413,105.0,-621.0,798.0,-78.0,-82.0,8.0,-968.0,-303.0,41.0,19.0,232.0,199.0,-90.0,-178.0,112.0,-273.0,-63.0,96.0,-105.0,-100.0,-143.0,2.0,-20.0,-92.0,-641.0,176.0,-150.0,36.0,354.0,-59.0,-48.0,159.0,153.0,0.0,185.0,69.0,3.0,154.0,39.0,40.0,-54.0,627.0,20.0,86.0,-202.0,453.0,379.0,-72.0,-12.0,247.0,20.0,118.0,-68.0
10,2014-04,3331,-82.0,105.0,-621.0,798.0,-78.0,-82.0,8.0,-968.0,-303.0,41.0,19.0,232.0,199.0,-90.0,-178.0,112.0,-273.0,-63.0,96.0,-105.0,-100.0,-143.0,2.0,-20.0,-92.0,-641.0,176.0,-150.0,36.0,354.0,-59.0,-48.0,159.0,153.0,0.0,185.0,69.0,3.0,154.0,39.0,40.0,-54.0,627.0,20.0,86.0,-202.0,453.0,379.0,-72.0,-12.0,247.0,20.0,118.0
10,2014-05,3547,216.0,-82.0,105.0,-621.0,798.0,-78.0,-82.0,8.0,-968.0,-303.0,41.0,19.0,232.0,199.0,-90.0,-178.0,112.0,-273.0,-63.0,96.0,-105.0,-100.0,-143.0,2.0,-20.0,-92.0,-641.0,176.0,-150.0,36.0,354.0,-59.0,-48.0,159.0,153.0,0.0,185.0,69.0,3.0,154.0,39.0,40.0,-54.0,627.0,20.0,86.0,-202.0,453.0,379.0,-72.0,-12.0,247.0,20.0
10,2014-06,3686,139.0,216.0,-82.0,105.0,-621.0,798.0,-78.0,-82.0,8.0,-968.0,-303.0,41.0,19.0,232.0,199.0,-90.0,-178.0,112.0,-273.0,-63.0,96.0,-105.0,-100.0,-143.0,2.0,-20.0,-92.0,-641.0,176.0,-150.0,36.0,354.0,-59.0,-48.0,159.0,153.0,0.0,185.0,69.0,3.0,154.0,39.0,40.0,-54.0,627.0,20.0,86.0,-202.0,453.0,379.0,-72.0,-12.0,247.0
10,2014-07,3686,0.0,139.0,216.0,-82.0,105.0,-621.0,798.0,-78.0,-82.0,8.0,-968.0,-303.0,41.0,19.0,232.0,199.0,-90.0,-178.0,112.0,-273.0,-63.0,96.0,-105.0,-100.0,-143.0,2.0,-20.0,-92.0,-641.0,176.0,-150.0,36.0,354.0,-59.0,-48.0,159.0,153.0,0.0,185.0,69.0,3.0,154.0,39.0,40.0,-54.0,627.0,20.0,86.0,-202.0,453.0,379.0,-72.0,-12.0
10,2014-08,3724,38.0,0.0,139.0,216.0,-82.0,105.0,-621.0,798.0,-78.0,-82.0,8.0,-968.0,-303.0,41.0,19.0,232.0,199.0,-90.0,-178.0,112.0,-273.0,-63.0,96.0,-105.0,-100.0,-143.0,2.0,-20.0,-92.0,-641.0,176.0,-150.0,36.0,354.0,-59.0,-48.0,159.0,153.0,0.0,185.0,69.0,3.0,154.0,39.0,40.0,-54.0,627.0,20.0,86.0,-202.0,453.0,379.0,-72.0
10,2014-09,3947,223.0,38.0,0.0,139.0,216.0,-82.0,105.0,-621.0,798.0,-78.0,-82.0,8.0,-968.0,-303.0,41.0,19.0,232.0,199.0,-90.0,-178.0,112.0,-273.0,-63.0,96.0,-105.0,-100.0,-143.0,2.0,-20.0,-92.0,-641.0,176.0,-150.0,36.0,354.0,-59.0,-48.0,159.0,153.0,0.0,185.0,69.0,3.0,154.0,39.0,40.0,-54.0,627.0,20.0,86.0,-202.0,453.0,379.0
10,2014-10,4421,474.0,223.0,38.0,0.0,139.0,216.0,-82.0,105.0,-621.0,798.0,-78.0,-82.0,8.0,-968.0,-303.0,41.0,19.0,232.0,199.0,-90.0,-178.0,112.0,-273.0,-63.0,96.0,-105.0,-100.0,-143.0,2.0,-20.0,-92.0,-641.0,176.0,-150.0,36.0,354.0,-59.0,-48.0,159.0,153.0,0.0,185.0,69.0,3.0,154.0,39.0,40.0,-54.0,627.0,20.0,86.0,-202.0,453.0
10,2014-11,4422,1.0,474.0,223.0,38.0,0.0,139.0,216.0,-82.0,105.0,-621.0,798.0,-78.0,-82.0,8.0,-968.0,-303.0,41.0,19.0,232.0,199.0,-90.0,-178.0,112.0,-273.0,-63.0,96.0,-105.0,-100.0,-143.0,2.0,-20.0,-92.0,-641.0,176.0,-150.0,36.0,354.0,-59.0,-48.0,159.0,153.0,0.0,185.0,69.0,3.0,154.0,39.0,40.0,-54.0,627.0,20.0,86.0,-202.0
