item,date,sales,sales_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30,lag_31,lag_32,lag_33,lag_34,lag_35,lag_36,lag_37,lag_38,lag_39,lag_40,lag_41,lag_42,lag_43,lag_44,lag_45,lag_46,lag_47,lag_48,lag_49,lag_50,lag_51,lag_52
9,2014-02,2324,-449.0,533.0,-103.0,134.0,-58.0,-664.0,-250.0,-2.0,64.0,117.0,-9.0,51.0,41.0,2.0,-209.0,-97.0,136.0,-104.0,-146.0,-78.0,83.0,-32.0,-126.0,-376.0,66.0,-134.0,172.0,168.0,6.0,-70.0,-90.0,331.0,-32.0,96.0,17.0,-24.0,162.0,60.0,0.0,10.0,381.0,50.0,-64.0,-18.0,283.0,200.0,-40.0,76.0,55.0,182.0,-73.0,70.0,-242.0
9,2014-03,2321,-3.0,-449.0,533.0,-103.0,134.0,-58.0,-664.0,-250.0,-2.0,64.0,117.0,-9.0,51.0,41.0,2.0,-209.0,-97.0,136.0,-104.0,-146.0,-78.0,83.0,-32.0,-126.0,-376.0,66.0,-134.0,172.0,168.0,6.0,-70.0,-90.0,331.0,-32.0,96.0,17.0,-24.0,162.0,60.0,0.0,10.0,381.0,50.0,-64.0,-18.0,283.0,200.0,-40.0,76.0,55.0,182.0,-73.0,70.0
9,2014-04,2262,-59.0,-3.0,-449.0,533.0,-103.0,134.0,-58.0,-664.0,-250.0,-2.0,64.0,117.0,-9.0,51.0,41.0,2.0,-209.0,-97.0,136.0,-104.0,-146.0,-78.0,83.0,-32.0,-126.0,-376.0,66.0,-134.0,172.0,168.0,6.0,-70.0,-90.0,331.0,-32.0,96.0,17.0,-24.0,162.0,60.0,0.0,10.0,381.0,50.0,-64.0,-18.0,283.0,200.0,-40.0,76.0,55.0,182.0,-73.0
9,2014-05,2537,275.0,-59.0,-3.0,-449.0,533.0,-103.0,134.0,-58.0,-664.0,-250.0,-2.0,64.0,117.0,-9.0,51.0,41.0,2.0,-209.0,-97.0,136.0,-104.0,-146.0,-78.0,83.0,-32.0,-126.0,-376.0,66.0,-134.0,172.0,168.0,6.0,-70.0,-90.0,331.0,-32.0,96.0,17.0,-24.0,162.0,60.0,0.0,10.0,381.0,50.0,-64.0,-18.0,283.0,200.0,-40.0,76.0,55.0,182.0
9,2014-06,2706,169.0,275.0,-59.0,-3.0,-449.0,533.0,-103.0,134.0,-58.0,-664.0,-250.0,-2.0,64.0,117.0,-9.0,51.0,41.0,2.0,-209.0,-97.0,136.0,-104.0,-146.0,-78.0,83.0,-32.0,-126.0,-376.0,66.0,-134.0,172.0,168.0,6.0,-70.0,-90.0,331.0,-32.0,96.0,17.0,-24.0,162.0,60.0,0.0,10.0,381.0,50.0,-64.0,-18.0,283.0,200.0,-40.0,76.0,55.0
9,2014-07,2620,-86.0,169.0,275.0,-59.0,-3.0,-449.0,533.0,-103.0,134.0,-58.0,-664.0,-250.0,-2.0,64.0,117.0,-9.0,51.0,41.0,2.0,-209.0,-97.0,136.0,-104.0,-146.0,-78.0,83.0,-32.0,-126.0,-376.0,66.0,-134.0,172.0,168.0,6.0,-70.0,-90.0,331.0,-32.0,96.0,17.0,-24.0,162.0,60.0,0.0,10.0,381.0,50.0,-64.0,-18.0,283.0,200.0,-40.0,76.0
9,2014-08,2618,-2.0,-86.0,169.0,275.0,-59.0,-3.0,-449.0,533.0,-103.0,134.0,-58.0,-664.0,-250.0,-2.0,64.0,117.0,-9.0,51.0,41.0,2.0,-209.0,-97.0,136.0,-104.0,-146.0,-78.0,83.0,-32.0,-126.0,-376.0,66.0,-134.0,172.0,168.0,6.0,-70.0,-90.0,331.0,-32.0,96.0,17.0,-24.0,162.0,60.0,0.0,10.0,381.0,50.0,-64.0,-18.0,283.0,200.0,-40.0
9,2014-09,2684,66.0,-2.0,-86.0,169.0,275.0,-59.0,-3.0,-449.0,533.0,-103.0,134.0,-58.0,-664.0,-250.0,-2.0,64.0,117.0,-9.0,51.0,41.0,2.0,-209.0,-97.0,136.0,-104.0,-146.0,-78.0,83.0,-32.0,-126.0,-376.0,66.0,-134.0,172.0,168.0,6.0,-70.0,-90.0,331.0,-32.0,96.0,17.0,-24.0,162.0,60.0,0.0,10.0,381.0,50.0,-64.0,-18.0,283.0,200.0
9,2014-10,3086,402.0,66.0,-2.0,-86.0,169.0,275.0,-59.0,-3.0,-449.0,533.0,-103.0,134.0,-58.0,-664.0,-250.0,-2.0,64.0,117.0,-9.0,51.0,41.0,2.0,-209.0,-97.0,136.0,-104.0,-146.0,-78.0,83.0,-32.0,-126.0,-376.0,66.0,-134.0,172.0,168.0,6.0,-70.0,-90.0,331.0,-32.0,96.0,17.0,-24.0,162.0,60.0,0.0,10.0,381.0,50.0,-64.0,-18.0,283.0
9,2014-11,3063,-23.0,402.0,66.0,-2.0,-86.0,169.0,275.0,-59.0,-3.0,-449.0,533.0,-103.0,134.0,-58.0,-664.0,-250.0,-2.0,64.0,117.0,-9.0,51.0,41.0,2.0,-209.0,-97.0,136.0,-104.0,-146.0,-78.0,83.0,-32.0,-126.0,-376.0,66.0,-134.0,172.0,168.0,6.0,-70.0,-90.0,331.0,-32.0,96.0,17.0,-24.0,162.0,60.0,0.0,10.0,381.0,50.0,-64.0,-18.0
