item,date,sales,sales_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30,lag_31,lag_32,lag_33,lag_34,lag_35,lag_36,lag_37,lag_38,lag_39,lag_40,lag_41,lag_42,lag_43,lag_44,lag_45,lag_46,lag_47,lag_48,lag_49,lag_50,lag_51,lag_52
6,2014-02,2582,-570.0,551.0,35.0,62.0,-50.0,-907.0,-196.0,72.0,-32.0,99.0,109.0,68.0,-85.0,100.0,-264.0,84.0,-91.0,-69.0,-184.0,24.0,-59.0,100.0,-306.0,-221.0,-76.0,-48.0,53.0,229.0,83.0,-115.0,-57.0,179.0,262.0,70.0,-69.0,5.0,202.0,18.0,-141.0,185.0,440.0,-27.0,117.0,-126.0,276.0,185.0,129.0,-39.0,148.0,139.0,-19.0,29.0,-311.0
6,2014-03,2686,104.0,-570.0,551.0,35.0,62.0,-50.0,-907.0,-196.0,72.0,-32.0,99.0,109.0,68.0,-85.0,100.0,-264.0,84.0,-91.0,-69.0,-184.0,24.0,-59.0,100.0,-306.0,-221.0,-76.0,-48.0,53.0,229.0,83.0,-115.0,-57.0,179.0,262.0,70.0,-69.0,5.0,202.0,18.0,-141.0,185.0,440.0,-27.0,117.0,-126.0,276.0,185.0,129.0,-39.0,148.0,139.0,-19.0,29.0
6,2014-04,2584,-102.0,104.0,-570.0,551.0,35.0,62.0,-50.0,-907.0,-196.0,72.0,-32.0,99.0,109.0,68.0,-85.0,100.0,-264.0,84.0,-91.0,-69.0,-184.0,24.0,-59.0,100.0,-306.0,-221.0,-76.0,-48.0,53.0,229.0,83.0,-115.0,-57.0,179.0,262.0,70.0,-69.0,5.0,202.0,18.0,-141.0,185.0,440.0,-27.0,117.0,-126.0,276.0,185.0,129.0,-39.0,148.0,139.0,-19.0
6,2014-05,2776,192.0,-102.0,104.0,-570.0,551.0,35.0,62.0,-50.0,-907.0,-196.0,72.0,-32.0,99.0,109.0,68.0,-85.0,100.0,-264.0,84.0,-91.0,-69.0,-184.0,24.0,-59.0,100.0,-306.0,-221.0,-76.0,-48.0,53.0,229.0,83.0,-115.0,-57.0,179.0,262.0,70.0,-69.0,5.0,202.0,18.0,-141.0,185.0,440.0,-27.0,117.0,-126.0,276.0,185.0,129.0,-39.0,148.0,139.0
6,2014-06,2993,217.0,192.0,-102.0,104.0,-570.0,551.0,35.0,62.0,-50.0,-907.0,-196.0,72.0,-32.0,99.0,109.0,68.0,-85.0,100.0,-264.0,84.0,-91.0,-69.0,-184.0,24.0,-59.0,100.0,-306.0,-221.0,-76.0,-48.0,53.0,229.0,83.0,-115.0,-57.0,179.0,262.0,70.0,-69.0,5.0,202.0,18.0,-141.0,185.0,440.0,-27.0,117.0,-126.0,276.0,185.0,129.0,-39.0,148.0
6,2014-07,2818,-175.0,217.0,192.0,-102.0,104.0,-570.0,551.0,35.0,62.0,-50.0,-907.0,-196.0,72.0,-32.0,99.0,109.0,68.0,-85.0,100.0,-264.0,84.0,-91.0,-69.0,-184.0,24.0,-59.0,100.0,-306.0,-221.0,-76.0,-48.0,53.0,229.0,83.0,-115.0,-57.0,179.0,262.0,70.0,-69.0,5.0,202.0,18.0,-141.0,185.0,440.0,-27.0,117.0,-126.0,276.0,185.0,129.0,-39.0
6,2014-08,2916,98.0,-175.0,217.0,192.0,-102.0,104.0,-570.0,551.0,35.0,62.0,-50.0,-907.0,-196.0,72.0,-32.0,99.0,109.0,68.0,-85.0,100.0,-264.0,84.0,-91.0,-69.0,-184.0,24.0,-59.0,100.0,-306.0,-221.0,-76.0,-48.0,53.0,229.0,83.0,-115.0,-57.0,179.0,262.0,70.0,-69.0,5.0,202.0,18.0,-141.0,185.0,440.0,-27.0,117.0,-126.0,276.0,185.0,129.0
6,2014-09,3141,225.0,98.0,-175.0,217.0,192.0,-102.0,104.0,-570.0,551.0,35.0,62.0,-50.0,-907.0,-196.0,72.0,-32.0,99.0,109.0,68.0,-85.0,100.0,-264.0,84.0,-91.0,-69.0,-184.0,24.0,-59.0,100.0,-306.0,-221.0,-76.0,-48.0,53.0,229.0,83.0,-115.0,-57.0,179.0,262.0,70.0,-69.0,5.0,202.0,18.0,-141.0,185.0,440.0,-27.0,117.0,-126.0,276.0,185.0
6,2014-10,3637,496.0,225.0,98.0,-175.0,217.0,192.0,-102.0,104.0,-570.0,551.0,35.0,62.0,-50.0,-907.0,-196.0,72.0,-32.0,99.0,109.0,68.0,-85.0,100.0,-264.0,84.0,-91.0,-69.0,-184.0,24.0,-59.0,100.0,-306.0,-221.0,-76.0,-48.0,53.0,229.0,83.0,-115.0,-57.0,179.0,262.0,70.0,-69.0,5.0,202.0,18.0,-141.0,185.0,440.0,-27.0,117.0,-126.0,276.0
6,2014-11,3504,-133.0,496.0,225.0,98.0,-175.0,217.0,192.0,-102.0,104.0,-570.0,551.0,35.0,62.0,-50.0,-907.0,-196.0,72.0,-32.0,99.0,109.0,68.0,-85.0,100.0,-264.0,84.0,-91.0,-69.0,-184.0,24.0,-59.0,100.0,-306.0,-221.0,-76.0,-48.0,53.0,229.0,83.0,-115.0,-57.0,179.0,262.0,70.0,-69.0,5.0,202.0,18.0,-141.0,185.0,440.0,-27.0,117.0,-126.0
