item,date,sales,sales_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30,lag_31,lag_32,lag_33,lag_34,lag_35,lag_36,lag_37,lag_38,lag_39,lag_40,lag_41,lag_42,lag_43,lag_44,lag_45,lag_46,lag_47,lag_48,lag_49,lag_50,lag_51,lag_52
3,2014-02,1750,-152.0,379.0,-101.0,-39.0,33.0,-533.0,-96.0,63.0,-90.0,151.0,69.0,2.0,-14.0,-21.0,-232.0,112.0,-13.0,-73.0,-92.0,58.0,-45.0,-96.0,-34.0,-280.0,-26.0,107.0,-11.0,108.0,95.0,-43.0,-2.0,52.0,78.0,12.0,6.0,-23.0,158.0,-5.0,38.0,-26.0,381.0,-23.0,46.0,-43.0,117.0,148.0,47.0,-55.0,173.0,42.0,-9.0,-20.0,-144.0
3,2014-03,1664,-86.0,-152.0,379.0,-101.0,-39.0,33.0,-533.0,-96.0,63.0,-90.0,151.0,69.0,2.0,-14.0,-21.0,-232.0,112.0,-13.0,-73.0,-92.0,58.0,-45.0,-96.0,-34.0,-280.0,-26.0,107.0,-11.0,108.0,95.0,-43.0,-2.0,52.0,78.0,12.0,6.0,-23.0,158.0,-5.0,38.0,-26.0,381.0,-23.0,46.0,-43.0,117.0,148.0,47.0,-55.0,173.0,42.0,-9.0,-20.0
3,2014-04,1705,41.0,-86.0,-152.0,379.0,-101.0,-39.0,33.0,-533.0,-96.0,63.0,-90.0,151.0,69.0,2.0,-14.0,-21.0,-232.0,112.0,-13.0,-73.0,-92.0,58.0,-45.0,-96.0,-34.0,-280.0,-26.0,107.0,-11.0,108.0,95.0,-43.0,-2.0,52.0,78.0,12.0,6.0,-23.0,158.0,-5.0,38.0,-26.0,381.0,-23.0,46.0,-43.0,117.0,148.0,47.0,-55.0,173.0,42.0,-9.0
3,2014-05,1668,-37.0,41.0,-86.0,-152.0,379.0,-101.0,-39.0,33.0,-533.0,-96.0,63.0,-90.0,151.0,69.0,2.0,-14.0,-21.0,-232.0,112.0,-13.0,-73.0,-92.0,58.0,-45.0,-96.0,-34.0,-280.0,-26.0,107.0,-11.0,108.0,95.0,-43.0,-2.0,52.0,78.0,12.0,6.0,-23.0,158.0,-5.0,38.0,-26.0,381.0,-23.0,46.0,-43.0,117.0,148.0,47.0,-55.0,173.0,42.0
3,2014-06,1872,204.0,-37.0,41.0,-86.0,-152.0,379.0,-101.0,-39.0,33.0,-533.0,-96.0,63.0,-90.0,151.0,69.0,2.0,-14.0,-21.0,-232.0,112.0,-13.0,-73.0,-92.0,58.0,-45.0,-96.0,-34.0,-280.0,-26.0,107.0,-11.0,108.0,95.0,-43.0,-2.0,52.0,78.0,12.0,6.0,-23.0,158.0,-5.0,38.0,-26.0,381.0,-23.0,46.0,-43.0,117.0,148.0,47.0,-55.0,173.0
3,2014-07,1802,-70.0,204.0,-37.0,41.0,-86.0,-152.0,379.0,-101.0,-39.0,33.0,-533.0,-96.0,63.0,-90.0,151.0,69.0,2.0,-14.0,-21.0,-232.0,112.0,-13.0,-73.0,-92.0,58.0,-45.0,-96.0,-34.0,-280.0,-26.0,107.0,-11.0,108.0,95.0,-43.0,-2.0,52.0,78.0,12.0,6.0,-23.0,158.0,-5.0,38.0,-26.0,381.0,-23.0,46.0,-43.0,117.0,148.0,47.0,-55.0
3,2014-08,1902,100.0,-70.0,204.0,-37.0,41.0,-86.0,-152.0,379.0,-101.0,-39.0,33.0,-533.0,-96.0,63.0,-90.0,151.0,69.0,2.0,-14.0,-21.0,-232.0,112.0,-13.0,-73.0,-92.0,58.0,-45.0,-96.0,-34.0,-280.0,-26.0,107.0,-11.0,108.0,95.0,-43.0,-2.0,52.0,78.0,12.0,6.0,-23.0,158.0,-5.0,38.0,-26.0,381.0,-23.0,46.0,-43.0,117.0,148.0,47.0
3,2014-09,1948,46.0,100.0,-70.0,204.0,-37.0,41.0,-86.0,-152.0,379.0,-101.0,-39.0,33.0,-533.0,-96.0,63.0,-90.0,151.0,69.0,2.0,-14.0,-21.0,-232.0,112.0,-13.0,-73.0,-92.0,58.0,-45.0,-96.0,-34.0,-280.0,-26.0,107.0,-11.0,108.0,95.0,-43.0,-2.0,52.0,78.0,12.0,6.0,-23.0,158.0,-5.0,38.0,-26.0,381.0,-23.0,46.0,-43.0,117.0,148.0
3,2014-10,2192,244.0,46.0,100.0,-70.0,204.0,-37.0,41.0,-86.0,-152.0,379.0,-101.0,-39.0,33.0,-533.0,-96.0,63.0,-90.0,151.0,69.0,2.0,-14.0,-21.0,-232.0,112.0,-13.0,-73.0,-92.0,58.0,-45.0,-96.0,-34.0,-280.0,-26.0,107.0,-11.0,108.0,95.0,-43.0,-2.0,52.0,78.0,12.0,6.0,-23.0,158.0,-5.0,38.0,-26.0,381.0,-23.0,46.0,-43.0,117.0
3,2014-11,2178,-14.0,244.0,46.0,100.0,-70.0,204.0,-37.0,41.0,-86.0,-152.0,379.0,-101.0,-39.0,33.0,-533.0,-96.0,63.0,-90.0,151.0,69.0,2.0,-14.0,-21.0,-232.0,112.0,-13.0,-73.0,-92.0,58.0,-45.0,-96.0,-34.0,-280.0,-26.0,107.0,-11.0,108.0,95.0,-43.0,-2.0,52.0,78.0,12.0,6.0,-23.0,158.0,-5.0,38.0,-26.0,381.0,-23.0,46.0,-43.0
