item,date,sales,sales_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30,lag_31,lag_32,lag_33,lag_34,lag_35,lag_36,lag_37,lag_38,lag_39,lag_40,lag_41,lag_42,lag_43,lag_44,lag_45,lag_46,lag_47,lag_48,lag_49,lag_50,lag_51,lag_52
4,2014-02,981,-159.0,137.0,43.0,-19.0,-4.0,-286.0,-97.0,-30.0,32.0,68.0,24.0,21.0,-20.0,-39.0,-34.0,-49.0,45.0,-28.0,-91.0,-41.0,7.0,46.0,-114.0,-43.0,-50.0,-31.0,125.0,52.0,34.0,-103.0,-14.0,97.0,88.0,-57.0,42.0,-28.0,122.0,-49.0,-44.0,66.0,163.0,7.0,92.0,-75.0,76.0,115.0,-6.0,38.0,26.0,92.0,-33.0,35.0,-147.0
4,2014-03,956,-25.0,-159.0,137.0,43.0,-19.0,-4.0,-286.0,-97.0,-30.0,32.0,68.0,24.0,21.0,-20.0,-39.0,-34.0,-49.0,45.0,-28.0,-91.0,-41.0,7.0,46.0,-114.0,-43.0,-50.0,-31.0,125.0,52.0,34.0,-103.0,-14.0,97.0,88.0,-57.0,42.0,-28.0,122.0,-49.0,-44.0,66.0,163.0,7.0,92.0,-75.0,76.0,115.0,-6.0,38.0,26.0,92.0,-33.0,35.0
4,2014-04,979,23.0,-25.0,-159.0,137.0,43.0,-19.0,-4.0,-286.0,-97.0,-30.0,32.0,68.0,24.0,21.0,-20.0,-39.0,-34.0,-49.0,45.0,-28.0,-91.0,-41.0,7.0,46.0,-114.0,-43.0,-50.0,-31.0,125.0,52.0,34.0,-103.0,-14.0,97.0,88.0,-57.0,42.0,-28.0,122.0,-49.0,-44.0,66.0,163.0,7.0,92.0,-75.0,76.0,115.0,-6.0,38.0,26.0,92.0,-33.0
4,2014-05,1031,52.0,23.0,-25.0,-159.0,137.0,43.0,-19.0,-4.0,-286.0,-97.0,-30.0,32.0,68.0,24.0,21.0,-20.0,-39.0,-34.0,-49.0,45.0,-28.0,-91.0,-41.0,7.0,46.0,-114.0,-43.0,-50.0,-31.0,125.0,52.0,34.0,-103.0,-14.0,97.0,88.0,-57.0,42.0,-28.0,122.0,-49.0,-44.0,66.0,163.0,7.0,92.0,-75.0,76.0,115.0,-6.0,38.0,26.0,92.0
4,2014-06,1081,50.0,52.0,23.0,-25.0,-159.0,137.0,43.0,-19.0,-4.0,-286.0,-97.0,-30.0,32.0,68.0,24.0,21.0,-20.0,-39.0,-34.0,-49.0,45.0,-28.0,-91.0,-41.0,7.0,46.0,-114.0,-43.0,-50.0,-31.0,125.0,52.0,34.0,-103.0,-14.0,97.0,88.0,-57.0,42.0,-28.0,122.0,-49.0,-44.0,66.0,163.0,7.0,92.0,-75.0,76.0,115.0,-6.0,38.0,26.0
4,2014-07,1107,26.0,50.0,52.0,23.0,-25.0,-159.0,137.0,43.0,-19.0,-4.0,-286.0,-97.0,-30.0,32.0,68.0,24.0,21.0,-20.0,-39.0,-34.0,-49.0,45.0,-28.0,-91.0,-41.0,7.0,46.0,-114.0,-43.0,-50.0,-31.0,125.0,52.0,34.0,-103.0,-14.0,97.0,88.0,-57.0,42.0,-28.0,122.0,-49.0,-44.0,66.0,163.0,7.0,92.0,-75.0,76.0,115.0,-6.0,38.0
4,2014-08,1053,-54.0,26.0,50.0,52.0,23.0,-25.0,-159.0,137.0,43.0,-19.0,-4.0,-286.0,-97.0,-30.0,32.0,68.0,24.0,21.0,-20.0,-39.0,-34.0,-49.0,45.0,-28.0,-91.0,-41.0,7.0,46.0,-114.0,-43.0,-50.0,-31.0,125.0,52.0,34.0,-103.0,-14.0,97.0,88.0,-57.0,42.0,-28.0,122.0,-49.0,-44.0,66.0,163.0,7.0,92.0,-75.0,76.0,115.0,-6.0
4,2014-09,1209,156.0,-54.0,26.0,50.0,52.0,23.0,-25.0,-159.0,137.0,43.0,-19.0,-4.0,-286.0,-97.0,-30.0,32.0,68.0,24.0,21.0,-20.0,-39.0,-34.0,-49.0,45.0,-28.0,-91.0,-41.0,7.0,46.0,-114.0,-43.0,-50.0,-31.0,125.0,52.0,34.0,-103.0,-14.0,97.0,88.0,-57.0,42.0,-28.0,122.0,-49.0,-44.0,66.0,163.0,7.0,92.0,-75.0,76.0,115.0
4,2014-10,1321,112.0,156.0,-54.0,26.0,50.0,52.0,23.0,-25.0,-159.0,137.0,43.0,-19.0,-4.0,-286.0,-97.0,-30.0,32.0,68.0,24.0,21.0,-20.0,-39.0,-34.0,-49.0,45.0,-28.0,-91.0,-41.0,7.0,46.0,-114.0,-43.0,-50.0,-31.0,125.0,52.0,34.0,-103.0,-14.0,97.0,88.0,-57.0,42.0,-28.0,122.0,-49.0,-44.0,66.0,163.0,7.0,92.0,-75.0,76.0
4,2014-11,1311,-10.0,112.0,156.0,-54.0,26.0,50.0,52.0,23.0,-25.0,-159.0,137.0,43.0,-19.0,-4.0,-286.0,-97.0,-30.0,32.0,68.0,24.0,21.0,-20.0,-39.0,-34.0,-49.0,45.0,-28.0,-91.0,-41.0,7.0,46.0,-114.0,-43.0,-50.0,-31.0,125.0,52.0,34.0,-103.0,-14.0,97.0,88.0,-57.0,42.0,-28.0,122.0,-49.0,-44.0,66.0,163.0,7.0,92.0,-75.0
